cik,acc_nodash,date_filed,company_name,form_type,parse_status,item401_text,auditor_out,auditor_in,reason,disagreements
13547,000001354702000007,2002-04,METALCLAD CORP,8-K,no_items_found,,,,,
65350,000005345602000010,2002-04,METROPOLITAN EDISON CO,8-K,no_items_found,,,,,
65350,000103129602000037,2002-05,METROPOLITAN EDISON CO,8-K/A,no_items_found,,,,,
789570,000091205702020706,2002-05,MGM MIRAGE,8-K,no_items_found,,,,,
1082285,000112785502000265,2002-05,MICRON ENVIRO SYSTEMS INC,8-K,no_items_found,,,,,
1082285,000112785502000285,2002-05,MICRON ENVIRO SYSTEMS INC,8-K,no_items_found,,,,,
1082285,000112785502000289,2002-06,MICRON ENVIRO SYSTEMS INC,8-K,no_items_found,,,,,
725395,000103883802000463,2002-06,MID POWER SERVICE CORP,8-K,no_items_found,,,,,
1134016,000091205702020884,2002-05,MIDWEST GENERATION LLC,8-K,no_items_found,,,,,
912241,000089843002002087,2002-05,MIKOHN GAMING CORP,8-K,no_items_found,,,,,
817129,000110889002000209,2002-05,MILESTONE CAPITAL INC,8-K/A,no_items_found,,,,,
1010775,000101077502000035,2002-05,MIRANT CORP,8-K,no_items_found,,,,,
1158323,000091205702020882,2002-05,MISSION ENERGY HOLDING CO,8-K,no_items_found,,,,,
66895,000006689502000008,2002-05,MISSISSIPPI CHEMICAL CORP /MS/,8-K,no_items_found,,,,,
1005276,000092701602001923,2002-04,MOHEGAN TRIBAL GAMING AUTHORITY,8-K,no_items_found,,,,,
907242,000090724202000019,2002-05,MONARCH CASINO & RESORT INC,8-K,no_items_found,,,,,
67517,000006751702000010,2002-05,MONARCH CEMENT CO,8-K,no_items_found,,,,,
1009900,000095013402007304,2002-06,MONARCH DENTAL CORP,8-K,no_items_found,,,,,
896985,000091205702023303,2002-06,MOTHERS WORK INC,8-K,no_items_found,,,,,
704508,000070450802000007,2002-06,MOTO PHOTO INC,8-K,no_items_found,,,,,
1003078,000095013602001580,2002-05,MSC INDUSTRIAL DIRECT CO INC,8-K/A,no_items_found,,,,,
1003078,000095013602001612,2002-05,MSC INDUSTRIAL DIRECT CO INC,8-K/A,no_items_found,,,,,
68726,000006872602000013,2002-05,MUELLER PAUL CO,8-K,no_items_found,,,,,
789933,000078993302000001,2002-05,NACCO INDUSTRIES INC,8-K,no_items_found,,,,,
926843,000089322002000741,2002-05,NATIONAL PROPERTY ANALYSTS MASTER LIMITED PARTNERSHIP,8-K,no_items_found,,,,,
70502,000007050202000072,2002-04,NATIONAL RURAL UTILITIES COOPERATIVE FINANCE CORP /DC/,8-K,no_items_found,,,,,
1081971,000095013102002369,2002-06,NATIONAL WINE & SPIRITS INC,8-K,no_items_found,,,,,
1023734,000095015202003874,2002-05,NAVIDEC INC,8-K,no_items_found,,,,,
70033,000093176302001213,2002-04,NDCHEALTH CORP,8-K,no_items_found,,,,,
877902,000093066102001392,2002-04,NEOSE TECHNOLOGIES INC,8-K,no_items_found,,,,,
877902,000093066102001726,2002-05,NEOSE TECHNOLOGIES INC,8-K/A,no_items_found,,,,,
840824,000091442702000163,2002-06,NETEGRITY INC,8-K,no_items_found,,,,,
1087879,000090730302000078,2002-04,NETWORK COMMERCE INC,8-K,no_items_found,,,,,
1087879,000090730302000083,2002-04,NETWORK COMMERCE INC,8-K/A,no_items_found,,,,,
1065859,000093173102000219,2002-06,NEW CINEMA PARTNERS,8-K,no_items_found,,,,,
814453,000089581302000062,2002-04,NEWELL RUBBERMAID INC,8-K/A,no_items_found,,,,,
1164727,000095012702000660,2002-06,NEWMONT MINING CORP /DE/,8-K/A,no_items_found,,,,,
72020,000007202002000009,2002-05,NICOR INC,8-K,no_items_found,,,,,
1062720,000108503702000267,2002-05,NOMADIC COLLABORATION INTERNATIONAL INC,8-K/A,no_items_found,,,,,
1062720,000108503702000294,2002-06,NOMADIC COLLABORATION INTERNATIONAL INC,8-K/A,no_items_found,,,,,
353191,000101905602000455,2002-06,NORTH VALLEY BANCORP,8-K,no_items_found,,,,,
1105050,000110505002000004,2002-04,NORTHEAST GENERATION CO,8-K,no_items_found,,,,,
72741,000007274102000055,2002-04,NORTHEAST UTILITIES SYSTEM,8-K/A,no_items_found,,,,,
73124,000089581302000072,2002-04,NORTHERN TRUST CORP,8-K,no_items_found,,,,,
841942,000084194202000009,2002-05,NTS MORTGAGE INCOME FUND,8-K,no_items_found,,,,,
719589,000070366702000006,2002-05,NTS PROPERTIES IV,8-K,no_items_found,,,,,
818089,000081808902000013,2002-06,NTS PROPERTIES PLUS LTD,8-K/A,no_items_found,,,,,
765232,000076523202000006,2002-05,NTS PROPERTIES VI/MD,8-K,no_items_found,,,,,
765232,000076523202000008,2002-06,NTS PROPERTIES VI/MD,8-K/A,no_items_found,,,,,
814222,000081422202000008,2002-06,NTS PROPERTIES VII LTD/FL,8-K/A,no_items_found,,,,,
1105192,000112726402000117,2002-06,NUI CORP /NJ/,8-K,no_items_found,,,,,
797468,000079746802000020,2002-06,OCCIDENTAL PETROLEUM CORP /DE/,8-K,no_items_found,,,,,
73756,000095012902003208,2002-06,OCEANEERING INTERNATIONAL INC,8-K,no_items_found,,,,,
73960,000103129602000036,2002-05,OHIO EDISON CO,8-K/A,no_items_found,,,,,
1067675,000089853102000253,2002-06,ONCOURSE TECHNOLOGIES INC,8-K,no_items_found,,,,,
1067675,000089853102000257,2002-06,ONCOURSE TECHNOLOGIES INC,8-K/A,no_items_found,,,,,
1037827,000101968702001073,2002-05,ONTRO INC,8-K,no_items_found,,,,,
275858,000091205702018427,2002-05,OPTELECOM INC,8-K,no_items_found,,,,,
777676,000101287002001714,2002-04,ORACLE CORP /DE/,8-K,no_items_found,,,,,
1028065,000093066102002109,2002-06,ORAPHARMA INC,8-K,no_items_found,,,,,
1116463,000102140802007469,2002-05,ORASURE TECHNOLOGIES INC,8-K,no_items_found,,,,,
832810,000095011602001196,2002-05,ORGANITECH USA INC,8-K,no_items_found,,,,,
932631,000091205702022464,2002-05,OSTEX INTERNATIONAL INC /WA/,8-K,no_items_found,,,,,
1093984,000111650202000799,2002-06,P D C INNOVATIVE INDUSTRIES INC,8-K,no_items_found,,,,,
357264,000091205702013055,2002-04,PACIFIC CAPITAL BANCORP /CA/,8-K,no_items_found,,,,,
1000278,000095011602000656,2002-04,PACIFICHEALTH LABORATORIES INC,8-K,no_items_found,,,,,
1000278,000095011602000909,2002-05,PACIFICHEALTH LABORATORIES INC,8-K,no_items_found,,,,,
1107699,000101540202001951,2002-05,PAGELAB NETWORK INC,8-K,no_items_found,,,,,
1077319,000101540202001206,2002-04,PANGEA PETROLEUM CORP,8-K,no_items_found,,,,,
1077319,000101540202001353,2002-04,PANGEA PETROLEUM CORP,8-K/A,no_items_found,,,,,
1077319,000101540202001424,2002-04,PANGEA PETROLEUM CORP,8-K/A,no_items_found,,,,,
1024464,000090823002000064,2002-05,PARADISE MUSIC & ENTERTAINMENT INC,8-K,no_items_found,,,,,
799729,000095013502003102,2002-06,PAREXEL INTERNATIONAL CORP,8-K,no_items_found,,,,,
1174433,000095011702001452,2002-06,PASS THROUGH CERTIFICATES SERIES 2002-MS4,8-K,no_items_found,,,,,
844059,000101532502000004,2002-05,PATRIOT TRANSPORTATION HOLDING INC,8-K,no_items_found,,,,,
844059,000101532502000008,2002-05,PATRIOT TRANSPORTATION HOLDING INC,8-K/A,no_items_found,,,,,
1069563,000111318202000089,2002-05,PAWNBROKERS EXCHANGE INC,8-K,no_items_found,,,,,
75681,000095012302003862,2002-04,PAXAR CORP,8-K,no_items_found,,,,,
75681,000095012302003333,2002-04,PAXAR CORP,8-K/A,no_items_found,,,,,
1060232,000095013402006173,2002-05,PAYLESS SHOESOURCE INC /DE/,8-K,no_items_found,,,,,
1144945,000114494502000016,2002-05,PENN VIRGINIA RESOURCE PARTNERS L P,8-K,no_items_found,,,,,
77227,000005345602000010,2002-04,PENNSYLVANIA ELECTRIC CO,8-K,no_items_found,,,,,
77227,000103129602000037,2002-05,PENNSYLVANIA ELECTRIC CO,8-K/A,no_items_found,,,,,
77278,000103129602000036,2002-05,PENNSYLVANIA POWER CO,8-K/A,no_items_found,,,,,
318300,000031830002000036,2002-04,PEOPLES BANCORP INC,8-K,no_items_found,,,,,
1056943,000105694302000014,2002-04,PEOPLES FINANCIAL SERVICES CORP/,8-K,no_items_found,,,,,
1056943,000105694302000016,2002-05,PEOPLES FINANCIAL SERVICES CORP/,8-K,no_items_found,,,,,
875570,000089161802002711,2002-06,PEOPLESOFT INC,8-K,no_items_found,,,,,
1031107,000091205702013944,2002-04,PEREGRINE SYSTEMS INC,8-K,no_items_found,,,,,
31791,000095013502003074,2002-06,PERKINELMER INC,8-K,no_items_found,,,,,
31791,000095013502003075,2002-06,PERKINELMER INC,8-K,no_items_found,,,,,
1043774,000110801702001602,2002-06,PET QUARTERS INC,8-K,no_items_found,,,,,
77952,000101540202002026,2002-05,PETROMINERALS CORP,8-K,no_items_found,,,,,
878088,000089843202000332,2002-05,PHARMACEUTICAL RESOURCES INC,8-K,no_items_found,,,,,
878088,000089843202000337,2002-05,PHARMACEUTICAL RESOURCES INC,8-K/A,no_items_found,,,,,
1095701,000113031902000324,2002-04,PHILIP SERVICES CORP/DE,8-K,no_items_found,,,,,
356213,000089843002001772,2002-05,PINNACLE ENTERTAINMENT INC,8-K,no_items_found,,,,,
356213,000102140802008558,2002-06,PINNACLE ENTERTAINMENT INC,8-K,no_items_found,,,,,
1108426,000110842602000030,2002-06,PNM RESOURCES,8-K,no_items_found,,,,,
1035422,000107258802000190,2002-05,PNW CAPITAL INC,8-K,no_items_found,,,,,
1002813,000100281302000012,2002-04,POINT WEST CAPITAL CORP,8-K,no_items_found,,,,,
1122976,000095015202002880,2002-04,POLYONE CORP,8-K,no_items_found,,,,,
1111710,000094344002000232,2002-06,PR SPECIALISTS INC,8-K,no_items_found,,,,,
889936,000091384902000141,2002-05,PRIVATEBANCORP INC,8-K,no_items_found,,,,,
945481,000094548102000018,2002-06,PRO TECH COMMUNICATIONS INC,8-K,no_items_found,,,,,
356870,000089710102000350,2002-05,PROCARE AMERICA INC,8-K,no_items_found,,,,,
1063104,000107414002000094,2002-04,PROTEO INC,8-K,no_items_found,,,,,
315545,000107878202000156,2002-05,PROVECTUS PHARMACEUTICALS INC,8-K,no_items_found,,,,,
818969,000090965402000306,2002-04,PROVIDENT BANKSHARES CORP,8-K/A,no_items_found,,,,,
704172,000112785502000225,2002-05,PROVIDENTIAL HOLDINGS INC,8-K,no_items_found,,,,,
315256,000031525602000008,2002-04,PUBLIC SERVICE CO OF NEW HAMPSHIRE,8-K,no_items_found,,,,,
81050,000095012302005999,2002-06,PUBLICARD INC,8-K,no_items_found,,,,,
1109549,000108417802000083,2002-05,PURE COUNTRY,8-K,no_items_found,,,,,
1018833,000095017202000702,2002-04,QUADRAMED CORP,8-K,no_items_found,,,,,
103341,000095011702001487,2002-06,QUAKER FABRIC CORP /DE/,8-K,no_items_found,,,,,
353569,000091205702014643,2002-04,QUIDEL CORP /DE/,8-K,no_items_found,,,,,
353569,000091205702016126,2002-04,QUIDEL CORP /DE/,8-K/A,no_items_found,,,,,
919623,000095014402005951,2002-05,QUINTILES TRANSNATIONAL CORP,8-K,no_items_found,,,,,
919623,000095014402006081,2002-05,QUINTILES TRANSNATIONAL CORP,8-K/A,no_items_found,,,,,
1037949,000101905602000450,2002-06,QWEST COMMUNICATIONS INTERNATIONAL INC,8-K/A,no_items_found,,,,,
68622,000101905602000427,2002-05,QWEST CORP,8-K,no_items_found,,,,,
1034239,000104216702000112,2002-06,RACING CHAMPIONS CORP,8-K,no_items_found,,,,,
1029893,000102140802008964,2002-06,RADNOR HOLDINGS CORP,8-K,no_items_found,,,,,
1105519,000091066202000042,2002-04,RADVISION LTD,8-K,no_items_found,,,,,
785562,000094344002000234,2002-06,RAM VENTURE HOLDINGS CORP,8-K,no_items_found,,,,,
1075088,000095013002002864,2002-04,RAZORFISH INC,8-K,no_items_found,,,,,
1084805,000113902002000089,2002-06,REGENCY GROUP LTD INC,8-K/A,no_items_found,,,,,
1078037,000115752302000489,2002-05,REMEDENT USA INC/AZ,8-K,no_items_found,,,,,
1062368,000095012302004062,2002-04,RENAISSANCE MEDIA CAPITAL CORP,8-K,no_items_found,,,,,
1062368,000095012302004273,2002-04,RENAISSANCE MEDIA CAPITAL CORP,8-K/A,no_items_found,,,,,
1062363,000095012302004062,2002-04,RENAISSANCE MEDIA GROUP LLC,8-K,no_items_found,,,,,
1062363,000095012302004273,2002-04,RENAISSANCE MEDIA GROUP LLC,8-K/A,no_items_found,,,,,
1062367,000095012302004062,2002-04,RENAISSANCE MEDIA LOUISIANA LLC,8-K,no_items_found,,,,,
1062367,000095012302004273,2002-04,RENAISSANCE MEDIA LOUISIANA LLC,8-K/A,no_items_found,,,,,
1062365,000095012302004062,2002-04,RENAISSANCE MEDIA TENNESSEE LLC,8-K,no_items_found,,,,,
1062365,000095012302004273,2002-04,RENAISSANCE MEDIA TENNESSEE LLC,8-K/A,no_items_found,,,,,
800458,000080045802000002,2002-05,RENTRAK CORP,8-K,no_items_found,,,,,
1005501,000095014402004253,2002-04,REPUBLIC BANCSHARES INC,8-K,no_items_found,,,,,
1005501,000095014402004328,2002-04,REPUBLIC BANCSHARES INC,8-K,no_items_found,,,,,
744187,000095011702001456,2002-06,REX STORES CORP,8-K,no_items_found,,,,,
850476,000085047602000011,2002-06,REXHALL INDUSTRIES INC,8-K,no_items_found,,,,,
802806,000095015902000236,2002-04,RIGHT MANAGEMENT CONSULTANTS INC,8-K,no_items_found,,,,,
802806,000095015902000250,2002-04,RIGHT MANAGEMENT CONSULTANTS INC,8-K/A,no_items_found,,,,,
1060080,000094935302000214,2002-05,RIMPAC RESOURCES LTD/NM,8-K,no_items_found,,,,,
1060080,000094935302000222,2002-05,RIMPAC RESOURCES LTD/NM,8-K/A,no_items_found,,,,,
886239,000091205702023874,2002-06,RIVERWOOD HOLDING INC,8-K,no_items_found,,,,,
934650,000095012902002849,2002-05,RIVIANA FOODS INC /DE/,8-K,no_items_found,,,,,
1011109,000094270802000063,2002-06,ROBERTS REALTY INVESTORS INC,8-K,no_items_found,,,,,
1042465,000091205702021942,2002-05,ROLLER BEARING CO OF AMERICA INC,8-K,no_items_found,,,,,
882835,000093176302001954,2002-05,ROPER INDUSTRIES INC /DE/,8-K,no_items_found,,,,,
1108226,000089155402003852,2002-06,ROYAL ACCEPTANCE CORP,8-K/A,no_items_found,,,,,
1084883,000112878002000060,2002-04,ROYAL FINANCE INC,8-K,no_items_found,,,,,
1083449,000107414002000114,2002-05,RUBBER TECHNOLOGY INTERNATIONAL INC /NV,8-K,no_items_found,,,,,
85704,000089552702000047,2002-04,RUDDICK CORP,8-K,no_items_found,,,,,
1094392,000109439202000009,2002-05,RUDOLPH TECHNOLOGIES INC,8-K,no_items_found,,,,,
924209,000092420902000007,2002-04,RURAL ELECTRIC COOPERATIVE GRANTOR TRUST SOYLAND 1993 B1,8-K/A,no_items_found,,,,,
924210,000092421002000004,2002-04,RURAL ELECTRIC COOPERATIVE GRANTOR TRUST SOYLAND 1993 B2,8-K,no_items_found,,,,,
767405,000095015202002701,2002-04,RURBAN FINANCIAL CORP,8-K,no_items_found,,,,,
884892,000088489202000003,2002-06,RUSHMORE FINANCIAL GROUP INC,8-K/A,no_items_found,,,,,
86902,000092838502002428,2002-06,SAUL B F REAL ESTATE INVESTMENT TRUST,8-K,no_items_found,,,,,
907254,000092838502002394,2002-06,SAUL CENTERS INC,8-K,no_items_found,,,,,
86940,000008694002000001,2002-04,SAVANNAH ELECTRIC & POWER CO,8-K,no_items_found,,,,,
87196,000091205702024713,2002-06,SCHEIB EARL INC,8-K,no_items_found,,,,,
1126003,000109432802000139,2002-05,SCHOOLWEB SYSTEMS INC,8-K,no_items_found,,,,,
87777,000093176302001510,2002-05,SCIENTIFIC ATLANTA INC,8-K/A,no_items_found,,,,,
1005841,000094344002000120,2002-04,SDC INTERNATIONAL INC \DE\,8-K,no_items_found,,,,,
1005841,000094344002000193,2002-05,SDC INTERNATIONAL INC \DE\,8-K/A,no_items_found,,,,,
350894,000102140802008483,2002-06,SEI CORP,8-K,no_items_found,,,,,
276380,000091205702023001,2002-06,SEIBELS BRUCE GROUP INC,8-K,no_items_found,,,,,
276380,000091205702023313,2002-06,SEIBELS BRUCE GROUP INC,8-K/A,no_items_found,,,,,
277158,000027715802000011,2002-05,SEMCO ENERGY INC,8-K,no_items_found,,,,,
1168242,000102140802007464,2002-05,SENIOR SUBORDINATED PASS THROUGH CERTIFICATES SERIES 2002-A,8-K,no_items_found,,,,,
1168242,000102140802008806,2002-06,SENIOR SUBORDINATED PASS THROUGH CERTIFICATES SERIES 2002-A,8-K,no_items_found,,,,,
95301,000009530102000019,2002-04,SEQUA CORP /DE/,8-K,no_items_found,,,,,
1123606,000101540202002127,2002-06,SEQUIAM CORP,8-K,no_items_found,,,,,
1128281,000101540202001620,2002-05,SHADOWS BEND DEVELOPMENT INC,8-K,no_items_found,,,,,
914024,000095013402007678,2002-06,SHAW GROUP INC,8-K,no_items_found,,,,,
1033032,000095013402007633,2002-06,SILVERLEAF RESORTS INC,8-K,no_items_found,,,,,
864264,000095013502002974,2002-06,SIMON WORLDWIDE INC,8-K,no_items_found,,,,,
908937,000095011702000887,2002-04,SIRIUS SATELLITE RADIO INC,8-K,no_items_found,,,,,
1094451,000095013502003153,2002-06,SKILLSOFT CORP,8-K,no_items_found,,,,,
721083,000095012902002001,2002-04,SMITH INTERNATIONAL INC,8-K,no_items_found,,,,,
91440,000089706902000480,2002-06,SNAP ON INC,8-K,no_items_found,,,,,
92103,000082705202000021,2002-05,SOUTHERN CALIFORNIA EDISON CO,8-K,no_items_found,,,,,
92122,000009212202000046,2002-04,SOUTHERN CO,8-K,no_items_found,,,,,
92195,000109638502000036,2002-05,SOUTHERN INDIANA GAS & ELECTRIC CO,8-K/A,no_items_found,,,,,
1001838,000091205702017308,2002-04,SOUTHERN PERU COPPER CORP/,8-K,no_items_found,,,,,
932818,000113031902000266,2002-04,SPANTEL COMMUNICATIONS INC,8-K/A,no_items_found,,,,,
932818,000113031902000386,2002-05,SPANTEL COMMUNICATIONS INC,8-K/A,no_items_found,,,,,
1014343,000102140802005763,2002-04,SPEEDCOM WIRELESS CORP,8-K,no_items_found,,,,,
1014343,000102140802005845,2002-04,SPEEDCOM WIRELESS CORP,8-K/A,no_items_found,,,,,
771249,000095012402001412,2002-04,SPORTS RESORTS INTERNATIONAL INC,8-K,no_items_found,,,,,
945688,000102140802008078,2002-06,SPORTSLINE COM INC,8-K,no_items_found,,,,,
893538,000089353802000031,2002-05,ST MARY LAND & EXPLORATION CO,8-K,no_items_found,,,,,
93384,000009338402000032,2002-05,STANDARD MICROSYSTEMS CORP,8-K,no_items_found,,,,,
1043310,000104331002000006,2002-05,STARTEC GLOBAL COMMUNICATIONS CORP,8-K,no_items_found,,,,,
316206,000091205702013941,2002-04,STARWOOD HOTEL & RESORTS WORLDWIDE INC,8-K,no_items_found,,,,,
316206,000091205702021162,2002-05,STARWOOD HOTEL & RESORTS WORLDWIDE INC,8-K,no_items_found,,,,,
48595,000091205702013941,2002-04,STARWOOD HOTELS & RESORTS,8-K,no_items_found,,,,,
1042801,000106540702000225,2002-06,STATEN ISLAND BANCORP INC,8-K,no_items_found,,,,,
94049,000095013102001746,2002-04,STEPAN CO,8-K,no_items_found,,,,,
94049,000095013102002086,2002-05,STEPAN CO,8-K/A,no_items_found,,,,,
94328,000091205702016845,2002-04,STEWART & STEVENSON SERVICES INC,8-K,no_items_found,,,,,
1043309,000089534502000336,2002-05,STIRLING COOKE BROWN HOLDINGS LTD,8-K,no_items_found,,,,,
833844,000102140802006955,2002-05,STRANDTEK INTERNATIONAL INC /,8-K,no_items_found,,,,,
933034,000095012402001986,2002-06,STRATTEC SECURITY CORP,8-K,no_items_found,,,,,
1156877,000106823802000132,2002-05,STRUCTURED OBLIGATIONS CORP,8-K,no_items_found,,,,,
894356,000106823802000108,2002-05,STRUCTURED PRODUCTS CORP,8-K,no_items_found,,,,,
894356,000106823802000143,2002-06,STRUCTURED PRODUCTS CORP,8-K,no_items_found,,,,,
1096560,000093173102000155,2002-04,SULPHCO INC,8-K,no_items_found,,,,,
713975,000091205702013831,2002-04,SUN BANCORP INC,8-K,no_items_found,,,,,
713975,000091205702021174,2002-05,SUN BANCORP INC,8-K,no_items_found,,,,,
904978,000090497802000010,2002-06,SUN HEALTHCARE GROUP INC,8-K,no_items_found,,,,,
83394,000095015702000464,2002-06,SUN INTERNATIONAL NORTH AMERICA INC,8-K,no_items_found,,,,,
1019285,000101297502000144,2002-05,SUPERIOR TELECOM INC,8-K,no_items_found,,,,,
1063530,000107735702000087,2002-05,SURGICAL SAFETY PRODUCTS INC,8-K/A,no_items_found,,,,,
1100202,000101172302000095,2002-06,SUTTER HOLDING CO INC,8-K,no_items_found,,,,,
1100202,000101172302000107,2002-06,SUTTER HOLDING CO INC,8-K/A,no_items_found,,,,,
351817,000089907802000378,2002-06,SWIFT ENERGY CO,8-K,no_items_found,,,,,
719483,000089843002001690,2002-04,SYNBIOTICS CORP,8-K,no_items_found,,,,,
1000227,000095011602001395,2002-06,TB WOODS CORP,8-K,no_items_found,,,,,
318833,000095012902002063,2002-04,TEAM INC,8-K,no_items_found,,,,,
860235,000095015202003300,2002-04,TEAM MUCHO INC,8-K,no_items_found,,,,,
785557,000095012302003684,2002-04,TEAMSTAFF INC,8-K,no_items_found,,,,,
857668,000095013402007074,2002-06,TELEX COMMUNICATIONS INC,8-K,no_items_found,,,,,
927355,000091205702023008,2002-06,TESSCO TECHNOLOGIES INC,8-K,no_items_found,,,,,
97745,000009774502000035,2002-06,THERMO ELECTRON CORP,8-K,no_items_found,,,,,
97745,000009774502000040,2002-06,THERMO ELECTRON CORP,8-K,no_items_found,,,,,
1024124,000095013402005897,2002-05,THOUSAND TRAILS INC /DE/,8-K,no_items_found,,,,,
277928,000091068002000411,2002-04,TII INDUSTRIES INC,8-K,no_items_found,,,,,
1012159,000102140802008475,2002-06,TIMCO AVIATION SERVICES INC,8-K,no_items_found,,,,,
909736,000115752302000499,2002-06,TIMELINE INC,8-K,no_items_found,,,,,
352049,000103129602000036,2002-05,TOLEDO EDISON CO,8-K/A,no_items_found,,,,,
925548,000092604402000188,2002-06,TOWER AUTOMOTIVE INC,8-K,no_items_found,,,,,
935036,000093503602000030,2002-06,TRANSACTION SYSTEMS ARCHITECTS INC,8-K,no_items_found,,,,,
1017531,000106823802000084,2002-04,TRANSCANADA CAPITAL,8-K,no_items_found,,,,,
1019356,000105821702000111,2002-04,TRANSLATION GROUP LTD,8-K,no_items_found,,,,,
1019356,000105821702000157,2002-05,TRANSLATION GROUP LTD,8-K/A,no_items_found,,,,,
742686,000111650202000468,2002-04,TRAVLANG INC,8-K,no_items_found,,,,,
763245,000109000202000163,2002-04,TRIDON ENTERPRISES INC,8-K,no_items_found,,,,,
897729,000095013002004132,2002-06,TRUMP ATLANTIC CITY ASSOCIATES,8-K,no_items_found,,,,,
1052517,000095013002004132,2002-06,TRUMP ATLANTIC CITY FUNDING II INC,8-K,no_items_found,,,,,
1052519,000095013002004132,2002-06,TRUMP ATLANTIC CITY FUNDING III INC,8-K,no_items_found,,,,,
1006918,000095013002004132,2002-06,TRUMP ATLANTIC CITY FUNDING INC,8-K,no_items_found,,,,,
861895,000094787102001186,2002-06,TUDOR FUND FOR EMPLOYEES LP,8-K,no_items_found,,,,,
878726,000091205702021425,2002-05,TUESDAY MORNING CORP/DE,8-K,no_items_found,,,,,
1022097,000107579302000178,2002-05,TURBODYNE TECHNOLOGIES INC,8-K,no_items_found,,,,,
100517,000010051702000020,2002-05,UAL CORP /DE/,8-K,no_items_found,,,,,
1108487,000091205702021344,2002-05,UBIQUITEL INC,8-K,no_items_found,,,,,
914156,000091205702024605,2002-06,UFP TECHNOLOGIES INC,8-K,no_items_found,,,,,
914156,000091205702025251,2002-06,UFP TECHNOLOGIES INC,8-K/A,no_items_found,,,,,
1016125,000102140802006033,2002-05,ULTIMATE SOFTWARE GROUP INC,8-K,no_items_found,,,,,
717954,000095013502003133,2002-06,UNIFIRST CORP,8-K,no_items_found,,,,,
101001,000010051702000020,2002-05,UNITED AIR LINES INC,8-K,no_items_found,,,,,
916823,000092623602000062,2002-04,UNITED FINANCIAL MORTGAGE CORP,8-K,no_items_found,,,,,
916823,000092623602000070,2002-04,UNITED FINANCIAL MORTGAGE CORP,8-K/A,no_items_found,,,,,
931457,000095013702003748,2002-06,UNIVERSAL AUTOMOTIVE INDUSTRIES INC /DE/,8-K,no_items_found,,,,,
1126561,000112785502000186,2002-04,UNIVERSAL BROADBAND COMMUNICATIONS INC,8-K,no_items_found,,,,,
798783,000102140802008509,2002-06,UNIVERSAL HEALTH REALTY INCOME TRUST,8-K,no_items_found,,,,,
1017008,000091205702024277,2002-06,UNIVISION COMMUNICATIONS INC,8-K,no_items_found,,,,,
1017008,000091205702025193,2002-06,UNIVISION COMMUNICATIONS INC,8-K/A,no_items_found,,,,,
1032033,000091205702019308,2002-05,USA EDUCATION INC,8-K,no_items_found,,,,,
1096199,000095000502000444,2002-04,VA SOFTWARE CORP,8-K,no_items_found,,,,,
812011,000081201102000006,2002-05,VAIL RESORTS INC,8-K,no_items_found,,,,,
812011,000081201102000008,2002-05,VAIL RESORTS INC,8-K/A,no_items_found,,,,,
1035002,000103500202000005,2002-06,VALERO ENERGY CORP/TX,8-K,no_items_found,,,,,
1035002,000103500202000007,2002-06,VALERO ENERGY CORP/TX,8-K,no_items_found,,,,,
1035002,000095012902001733,2002-04,VALERO ENERGY CORP/TX,8-K/A,no_items_found,,,,,
1030715,000095015202004670,2002-06,VALLEY NATIONAL GASES INC,8-K,no_items_found,,,,,
870826,000095013702003219,2002-05,VALUEVISION MEDIA INC,8-K,no_items_found,,,,,
1129542,000109638502000035,2002-05,VECTREN UTILITY HOLDINGS INC,8-K/A,no_items_found,,,,,
779681,000095011702000876,2002-04,VERTEX INTERACTIVE INC,8-K,no_items_found,,,,,
819050,000091205702016042,2002-04,VICAL INC,8-K,no_items_found,,,,,
819050,000091205702018412,2002-05,VICAL INC,8-K,no_items_found,,,,,
783324,000091205702017102,2002-04,VISTA GOLD CORP,8-K,no_items_found,,,,,
783324,000091205702021597,2002-05,VISTA GOLD CORP,8-K,no_items_found,,,,,
783324,000091205702022388,2002-05,VISTA GOLD CORP,8-K,no_items_found,,,,,
1028394,000107704802000116,2002-06,VOYAGER ENTERTAINMENT INTERNATIONAL INC,8-K,no_items_found,,,,,
102752,000010275202000006,2002-05,VSE CORP,8-K,no_items_found,,,,,
1051034,000095012902001974,2002-04,W-H ENERGY SERVICES INC,8-K,no_items_found,,,,,
104207,000095013702002176,2002-04,WALGREEN CO,8-K,no_items_found,,,,,
1109885,000111186502000126,2002-04,WALL STREET WEB INC,8-K,no_items_found,,,,,
1174299,000095011702001439,2002-06,WAMU MORTGAGE PASS THROUGH CERTIFICATES SERIES 2002-S3,8-K,no_items_found,,,,,
1171948,000095011702001154,2002-05,WAMU MORTGAGE PASS THRU CERTS SERIES  2002-ARS,8-K,no_items_found,,,,,
1169893,000095011702000857,2002-04,WAMU MORTGAGE PASS-THROUGH CERTIFICATE SERIES 2002-AR4,8-K,no_items_found,,,,,
1102743,000101540202001121,2002-04,WARRENSBURG ENTERPRISES INC,8-K,no_items_found,,,,,
1102743,000101540202001613,2002-05,WARRENSBURG ENTERPRISES INC,8-K/A,no_items_found,,,,,
1046209,000092708902000144,2002-05,WARWICK COMMUNITY BANCORP INC,8-K,no_items_found,,,,,
1046209,000092708902000147,2002-06,WARWICK COMMUNITY BANCORP INC,8-K/A,no_items_found,,,,,
